"EVENTNAME","REGION","REGION2","x","y","DATE","YEAR","MONTH","period"
"2013429","SOUTH CAROLINA","South","-79.161","33.07","10-04-2013","2013","10","modern"
"2013431","GEORGIA","South","-80.754","31.971","10-10-2013","2013","10","modern"
"2013433","GEORGIA","South","-80.861","31.901","10-10-2013","2013","10","modern"
"2013435","GEORGIA","South","-80.891","31.853","10-10-2013","2013","10","modern"
"2013437","GEORGIA","South","-80.922","31.843","10-10-2013","2013","10","modern"
"2013439","GEORGIA","South","-80.96","31.793","10-10-2013","2013","10","modern"
"2013441","GEORGIA","South","-80.999","31.712","10-10-2013","2013","10","modern"
"2013443","GEORGIA","South","-81.031","31.668","10-10-2013","2013","10","modern"
"2013445","GEORGIA","South","-81.07","31.536","10-10-2013","2013","10","modern"
"2013447","SOUTH CAROLINA","South","-80.757","32.072","10-11-2013","2013","10","modern"
"2013449","SOUTH CAROLINA","South","-80.54","32.148","10-11-2013","2013","10","modern"
"2013451","SOUTH CAROLINA","South","-80.535","32.175","10-11-2013","2013","10","modern"
"2013453","SOUTH CAROLINA","South","-80.468","32.277","10-11-2013","2013","10","modern"
"2013455","SOUTH CAROLINA","South","-80.338","32.32","10-11-2013","2013","10","modern"
"2013457","SOUTH CAROLINA","South","-80.276","32.424","10-11-2013","2013","10","modern"
"2013459","SOUTH CAROLINA","South","-80.123","32.565","10-11-2013","2013","10","modern"
"2013461","FLORIDA","South","-80.94","29.119","10-15-2013","2013","10","modern"
"2013463","FLORIDA","South","-80.854","28.984","10-15-2013","2013","10","modern"
"2013465","FLORIDA","South","-80.822","28.934","10-15-2013","2013","10","modern"
"2013467","FLORIDA","South","-80.812","28.923","10-15-2013","2013","10","modern"
"2013469","FLORIDA","South","-80.744","28.82","10-15-2013","2013","10","modern"
"2013471","FLORIDA","South","-80.703","28.757","10-15-2013","2013","10","modern"
"2013473","FLORIDA","South","-80.828","28.947","10-16-2013","2013","10","modern"
"2013475","FLORIDA","South","-80.947","29.129","10-16-2013","2013","10","modern"
"2013477","FLORIDA","South","-81.019","29.269","10-16-2013","2013","10","modern"
"2013479","FLORIDA","South","-81.061","29.355","10-16-2013","2013","10","modern"
"2013481","FLORIDA","South","-81.079","29.389","10-16-2013","2013","10","modern"
"2013483","FLORIDA","South","-81.104","29.444","10-16-2013","2013","10","modern"
"2013485","FLORIDA","South","-81.158","29.557","10-17-2013","2013","10","modern"
"2013487","FLORIDA","South","-81.175","29.597","10-17-2013","2013","10","modern"
"2013489","FLORIDA","South","-81.297","29.96","10-17-2013","2013","10","modern"
"2013491","FLORIDA","South","-81.342","30.135","10-17-2013","2013","10","modern"
"2013493","FLORIDA","South","-81.369","30.235","10-17-2013","2013","10","modern"
"2013495","GEORGIA","South","-81.393","30.663","10-18-2013","2013","10","modern"
"2013497","GEORGIA","South","-81.438","30.753","10-18-2013","2013","10","modern"
"2013499","GEORGIA","South","-81.346","30.869","10-18-2013","2013","10","modern"
"2013501","GEORGIA","South","-81.328","31.024","10-18-2013","2013","10","modern"
"2013503","GEORGIA","South","-81.302","31.14","10-18-2013","2013","10","modern"
"2013505","GEORGIA","South","-81.208","31.25","10-18-2013","2013","10","modern"
"2013507","LONG BAY","North","-78.996","33.544","10-22-2013","2013","10","modern"
"2013509","LONG BAY","North","-78.93","33.623","10-22-2013","2013","10","modern"
"2013511","LONG BAY","North","-78.761","33.714","10-22-2013","2013","10","modern"
"2013513","LONG BAY","North","-78.633","33.785","10-22-2013","2013","10","modern"
"2013515","LONG BAY","North","-78.637","33.811","10-22-2013","2013","10","modern"
"2013517","LONG BAY","North","-78.567","33.833","10-22-2013","2013","10","modern"
"2013519","ONSLOW BAY","North","-77.73","34.269","10-23-2013","2013","10","modern"
"2013521","ONSLOW BAY","North","-77.796","34.191","10-23-2013","2013","10","modern"
"2013523","ONSLOW BAY","North","-77.854","34.104","10-23-2013","2013","10","modern"
"2013525","ONSLOW BAY","North","-77.902","33.981","10-23-2013","2013","10","modern"
"2013527","ONSLOW BAY","North","-77.91","33.915","10-23-2013","2013","10","modern"
"2013529","ONSLOW BAY","North","-77.926","33.869","10-23-2013","2013","10","modern"
"2013531","ONSLOW BAY","North","-77.909","33.748","10-23-2013","2013","10","modern"
"2013533","ONSLOW BAY","North","-77.903","33.725","10-23-2013","2013","10","modern"
"2013535","SOUTH CAROLINA","South","-79.25","33.083","10-24-2013","2013","10","modern"
"2013537","SOUTH CAROLINA","South","-79.513","32.904","10-24-2013","2013","10","modern"
"2013539","SOUTH CAROLINA","South","-79.652","32.842","10-24-2013","2013","10","modern"
"2013541","SOUTH CAROLINA","South","-79.653","32.802","10-24-2013","2013","10","modern"
"2013543","SOUTH CAROLINA","South","-79.681","32.795","10-24-2013","2013","10","modern"
"2013545","SOUTH CAROLINA","South","-79.79","32.708","10-28-2013","2013","10","modern"
"2013547","SOUTH CAROLINA","South","-79.807","32.681","10-28-2013","2013","10","modern"
"2013549","SOUTH CAROLINA","South","-79.885","32.632","10-28-2013","2013","10","modern"
"2013551","SOUTH CAROLINA","South","-79.955","32.598","10-28-2013","2013","10","modern"
"2013553","GEORGIA","South","-81.082","31.469","10-29-2013","2013","10","modern"
"2013555","GEORGIA","South","-81.196","31.341","10-29-2013","2013","10","modern"
"2013557","GEORGIA","South","-81.261","31.186","10-29-2013","2013","10","modern"
"2013559","GEORGIA","South","-81.296","31.055","10-29-2013","2013","10","modern"
"2013561","GEORGIA","South","-81.318","30.898","10-29-2013","2013","10","modern"
"2013563","GEORGIA","South","-81.414","30.764","10-29-2013","2013","10","modern"
"2013565","GEORGIA","South","-81.388","30.455","10-30-2013","2013","10","modern"
"2013567","FLORIDA","South","-81.383","30.293","10-30-2013","2013","10","modern"
"2013569","FLORIDA","South","-81.253","29.837","10-30-2013","2013","10","modern"
"2013571","FLORIDA","South","-81.209","29.678","10-30-2013","2013","10","modern"
"2013573","FLORIDA","South","-81.197","29.649","10-30-2013","2013","10","modern"
"2013575","GEORGIA","South","-81.337","30.784","10-31-2013","2013","10","modern"
"2013577","GEORGIA","South","-81.308","30.932","10-31-2013","2013","10","modern"
"2013579","GEORGIA","South","-81.202","31.295","10-31-2013","2013","10","modern"
"2013581","GEORGIA","South","-81.161","31.379","10-31-2013","2013","10","modern"
"2013583","LONG BAY","North","-77.979","33.784","11-07-2013","2013","11","modern"
"2013585","LONG BAY","North","-77.988","33.814","11-07-2013","2013","11","modern"
"2013587","LONG BAY","North","-78.201","33.901","11-07-2013","2013","11","modern"
"2013589","LONG BAY","North","-78.293","33.893","11-07-2013","2013","11","modern"
"2014001","FLORIDA","South","-81.029","29.286","04-10-2014","2014","04","modern"
"2014003","FLORIDA","South","-80.94","29.12","04-10-2014","2014","04","modern"
"2014005","FLORIDA","South","-80.876","29.022","04-10-2014","2014","04","modern"
"2014007","FLORIDA","South","-80.821","28.934","04-10-2014","2014","04","modern"
"2014009","FLORIDA","South","-80.773","28.865","04-10-2014","2014","04","modern"
"2014011","FLORIDA","South","-80.745","28.819","04-10-2014","2014","04","modern"
"2014013","FLORIDA","South","-80.704","28.757","04-10-2014","2014","04","modern"
"2014015","FLORIDA","South","-80.848","28.973","04-11-2014","2014","04","modern"
"2014017","FLORIDA","South","-80.946","29.128","04-11-2014","2014","04","modern"
"2014019","FLORIDA","South","-81.078","29.39","04-11-2014","2014","04","modern"
"2014021","FLORIDA","South","-81.103","29.444","04-11-2014","2014","04","modern"
"2014023","FLORIDA","South","-81.135","29.509","04-11-2014","2014","04","modern"
"2014025","FLORIDA","South","-81.159","29.558","04-11-2014","2014","04","modern"
"2014027","FLORIDA","South","-81.175","29.597","04-11-2014","2014","04","modern"
"2014029","FLORIDA","South","-81.19","29.631","04-12-2014","2014","04","modern"
"2014031","FLORIDA","South","-81.209","29.679","04-12-2014","2014","04","modern"
"2014033","FLORIDA","South","-81.242","29.762","04-12-2014","2014","04","modern"
"2014035","FLORIDA","South","-81.297","29.96","04-12-2014","2014","04","modern"
"2014037","FLORIDA","South","-81.342","30.135","04-12-2014","2014","04","modern"
"2014039","FLORIDA","South","-81.369","30.235","04-12-2014","2014","04","modern"
"2014041","FLORIDA","South","-81.38","30.276","04-12-2014","2014","04","modern"
"2014043","GEORGIA","South","-81.407","30.624","04-13-2014","2014","04","modern"
"2014045","GEORGIA","South","-81.393","30.664","04-13-2014","2014","04","modern"
"2014047","GEORGIA","South","-81.421","30.752","04-13-2014","2014","04","modern"
"2014049","GEORGIA","South","-81.403","30.775","04-13-2014","2014","04","modern"
"2014051","GEORGIA","South","-81.337","30.785","04-13-2014","2014","04","modern"
"2014053","GEORGIA","South","-81.377","30.844","04-13-2014","2014","04","modern"
"2014055","GEORGIA","South","-81.32","30.925","04-13-2014","2014","04","modern"
"2014057","GEORGIA","South","-81.309","30.932","04-13-2014","2014","04","modern"
"2014059","GEORGIA","South","-81.329","31.025","04-13-2014","2014","04","modern"
"2014061","GEORGIA","South","-81.303","31.041","04-14-2014","2014","04","modern"
"2014063","GEORGIA","South","-81.301","31.142","04-14-2014","2014","04","modern"
"2014065","GEORGIA","South","-81.281","31.177","04-14-2014","2014","04","modern"
"2014067","GEORGIA","South","-81.238","31.216","04-14-2014","2014","04","modern"
"2014069","GEORGIA","South","-81.208","31.249","04-14-2014","2014","04","modern"
"2014071","GEORGIA","South","-81.201","31.294","04-14-2014","2014","04","modern"
"2014073","GEORGIA","South","-81.196","31.328","04-14-2014","2014","04","modern"
"2014075","GEORGIA","South","-81.093","31.456","04-14-2014","2014","04","modern"
"2014077","GEORGIA","South","-81.078","31.522","04-14-2014","2014","04","modern"
"2014079","GEORGIA","South","-81.035","31.652","04-14-2014","2014","04","modern"
"2014081","SOUTH CAROLINA","South","-79.165","33.13","04-22-2014","2014","04","modern"
"2014083","LONG BAY","North","-79.129","33.305","04-22-2014","2014","04","modern"
"2014085","LONG BAY","North","-79.126","33.349","04-22-2014","2014","04","modern"
"2014087","LONG BAY","North","-79.022","33.448","04-22-2014","2014","04","modern"
"2014089","LONG BAY","North","-78.94","33.61","04-22-2014","2014","04","modern"
"2014091","LONG BAY","North","-78.762","33.715","04-22-2014","2014","04","modern"
"2014093","LONG BAY","North","-78.684","33.782","04-22-2014","2014","04","modern"
"2014095","LONG BAY","North","-78.662","33.795","04-22-2014","2014","04","modern"
"2014097","ONSLOW BAY","North","-77.051","34.652","04-23-2014","2014","04","modern"
"2014099","ONSLOW BAY","North","-77.02","34.658","04-23-2014","2014","04","modern"
"2014101","ONSLOW BAY","North","-76.634","34.667","04-23-2014","2014","04","modern"
"2014103","ONSLOW BAY","North","-76.57","34.649","04-23-2014","2014","04","modern"
"2014105","RALEIGH BAY","North","-76.479","34.668","04-23-2014","2014","04","modern"
"2014107","RALEIGH BAY","North","-76.405","34.752","04-23-2014","2014","04","modern"
"2014109","RALEIGH BAY","North","-75.67","35.207","04-24-2014","2014","04","modern"
"2014111","RALEIGH BAY","North","-75.705","35.194","04-24-2014","2014","04","modern"
"2014113","RALEIGH BAY","North","-75.809","35.162","04-24-2014","2014","04","modern"
"2014115","RALEIGH BAY","North","-75.945","35.102","04-24-2014","2014","04","modern"
"2014117","RALEIGH BAY","North","-76.12","34.995","04-24-2014","2014","04","modern"
"2014119","RALEIGH BAY","North","-76.191","34.939","04-24-2014","2014","04","modern"
"2014121","RALEIGH BAY","North","-76.283","34.866","04-24-2014","2014","04","modern"
"2014123","LONG BAY","North","-78.567","33.833","05-02-2014","2014","05","modern"
"2014125","LONG BAY","North","-78.353","33.889","05-02-2014","2014","05","modern"
"2014127","LONG BAY","North","-78.31","33.892","05-02-2014","2014","05","modern"
"2014129","LONG BAY","North","-77.995","33.826","05-02-2014","2014","05","modern"
"2014131","LONG BAY","North","-77.979","33.783","05-02-2014","2014","05","modern"
"2014133","ONSLOW BAY","North","-77.154","34.616","05-03-2014","2014","05","modern"
"2014135","ONSLOW BAY","North","-77.395","34.497","05-03-2014","2014","05","modern"
"2014137","ONSLOW BAY","North","-77.488","34.453","05-03-2014","2014","05","modern"
"2014139","ONSLOW BAY","North","-77.557","34.413","05-03-2014","2014","05","modern"
"2014141","ONSLOW BAY","North","-77.68","34.314","05-03-2014","2014","05","modern"
"2014143","ONSLOW BAY","North","-77.729","34.269","05-03-2014","2014","05","modern"
"2014145","ONSLOW BAY","North","-77.796","34.191","05-03-2014","2014","05","modern"
"2014147","ONSLOW BAY","North","-77.854","34.103","05-03-2014","2014","05","modern"
"2014149","ONSLOW BAY","North","-77.878","34.037","05-04-2014","2014","05","modern"
"2014151","ONSLOW BAY","North","-77.909","33.915","05-04-2014","2014","05","modern"
"2014153","ONSLOW BAY","North","-77.927","33.868","05-04-2014","2014","05","modern"
"2014155","ONSLOW BAY","North","-77.928","33.803","05-04-2014","2014","05","modern"
"2014157","ONSLOW BAY","North","-77.909","33.748","05-04-2014","2014","05","modern"
"2014159","ONSLOW BAY","North","-77.904","33.723","05-04-2014","2014","05","modern"
"2014161","SOUTH CAROLINA","South","-79.152","33.06","05-05-2014","2014","05","modern"
"2014163","SOUTH CAROLINA","South","-79.383","32.957","05-05-2014","2014","05","modern"
"2014165","SOUTH CAROLINA","South","-79.48","32.931","05-05-2014","2014","05","modern"
"2014167","SOUTH CAROLINA","South","-79.577","32.842","05-05-2014","2014","05","modern"
"2014169","SOUTH CAROLINA","South","-79.608","32.837","05-05-2014","2014","05","modern"
"2014171","SOUTH CAROLINA","South","-79.664","32.824","05-05-2014","2014","05","modern"
"2014173","SOUTH CAROLINA","South","-79.769","32.707","05-05-2014","2014","05","modern"
"2014175","SOUTH CAROLINA","South","-79.806","32.68","05-05-2014","2014","05","modern"
"2014177","SOUTH CAROLINA","South","-79.935","32.592","05-05-2014","2014","05","modern"
"2014179","GEORGIA","South","-81.038","31.727","05-06-2014","2014","05","modern"
"2014181","GEORGIA","South","-80.942","31.786","05-06-2014","2014","05","modern"
"2014183","GEORGIA","South","-80.927","31.826","05-06-2014","2014","05","modern"
"2014185","GEORGIA","South","-80.898","31.845","05-06-2014","2014","05","modern"
"2014187","GEORGIA","South","-80.863","31.889","05-06-2014","2014","05","modern"
"2014189","GEORGIA","South","-80.755","31.971","05-06-2014","2014","05","modern"
"2014191","SOUTH CAROLINA","South","-80.754","32.015","05-06-2014","2014","05","modern"
"2014193","SOUTH CAROLINA","South","-80.757","32.073","05-06-2014","2014","05","modern"
"2014195","SOUTH CAROLINA","South","-80.54","32.148","05-06-2014","2014","05","modern"
"2014197","SOUTH CAROLINA","South","-80.511","32.222","05-06-2014","2014","05","modern"
"2014199","SOUTH CAROLINA","South","-80.312","32.402","05-07-2014","2014","05","modern"
"2014201","SOUTH CAROLINA","South","-80.081","32.568","05-07-2014","2014","05","modern"
"2014203","SOUTH CAROLINA","South","-79.955","32.598","05-07-2014","2014","05","modern"
"2014205","GEORGIA","South","-81.095","31.445","07-08-2014","2014","07","modern"
"2014207","GEORGIA","South","-81.196","31.34","07-08-2014","2014","07","modern"
"2014209","GEORGIA","South","-81.209","31.249","07-08-2014","2014","07","modern"
"2014211","GEORGIA","South","-81.248","31.141","07-08-2014","2014","07","modern"
"2014213","GEORGIA","South","-81.306","31.005","07-08-2014","2014","07","modern"
"2014215","GEORGIA","South","-81.37","30.859","07-08-2014","2014","07","modern"
"2014217","FLORIDA","South","-80.955","29.144","07-09-2014","2014","07","modern"
"2014219","FLORIDA","South","-80.941","29.121","07-09-2014","2014","07","modern"
"2014221","FLORIDA","South","-80.876","29.022","07-09-2014","2014","07","modern"
"2014223","FLORIDA","South","-80.854","28.983","07-09-2014","2014","07","modern"
"2014225","FLORIDA","South","-80.812","28.923","07-09-2014","2014","07","modern"
"2014227","FLORIDA","South","-80.773","28.865","07-09-2014","2014","07","modern"
"2014229","FLORIDA","South","-80.744","28.819","07-09-2014","2014","07","modern"
"2014231","FLORIDA","South","-80.711","28.768","07-09-2014","2014","07","modern"
"2014233","FLORIDA","South","-81.019","29.268","07-10-2014","2014","07","modern"
"2014235","FLORIDA","South","-81.062","29.356","07-10-2014","2014","07","modern"
"2014237","FLORIDA","South","-81.104","29.443","07-10-2014","2014","07","modern"
"2014239","FLORIDA","South","-81.134","29.508","07-10-2014","2014","07","modern"
"2014241","FLORIDA","South","-81.158","29.557","07-10-2014","2014","07","modern"
"2014243","FLORIDA","South","-81.175","29.598","07-10-2014","2014","07","modern"
"2014245","FLORIDA","South","-81.19","29.632","07-10-2014","2014","07","modern"
"2014247","FLORIDA","South","-81.209","29.679","07-10-2014","2014","07","modern"
"2014249","FLORIDA","South","-81.257","29.821","07-10-2014","2014","07","modern"
"2014251","SOUTH CAROLINA","South","-79.816","32.688","07-14-2014","2014","07","modern"
"2014253","SOUTH CAROLINA","South","-79.934","32.592","07-14-2014","2014","07","modern"
"2014255","SOUTH CAROLINA","South","-79.957","32.596","07-14-2014","2014","07","modern"
"2014257","SOUTH CAROLINA","South","-80.007","32.572","07-14-2014","2014","07","modern"
"2014259","SOUTH CAROLINA","South","-80.297","32.407","07-15-2014","2014","07","modern"
"2014261","SOUTH CAROLINA","South","-80.327","32.329","07-15-2014","2014","07","modern"
"2014263","SOUTH CAROLINA","South","-80.645","32.079","07-15-2014","2014","07","modern"
"2014265","SOUTH CAROLINA","South","-80.742","32.029","07-15-2014","2014","07","modern"
"2014267","SOUTH CAROLINA","South","-80.75","32.024","07-15-2014","2014","07","modern"
"2014269","GEORGIA","South","-81.205","31.309","07-16-2014","2014","07","modern"
"2014271","GEORGIA","South","-81.233","31.229","07-16-2014","2014","07","modern"
"2014273","GEORGIA","South","-81.264","31.184","07-16-2014","2014","07","modern"
"2014275","GEORGIA","South","-81.329","31.024","07-16-2014","2014","07","modern"
"2014277","GEORGIA","South","-81.318","30.902","07-16-2014","2014","07","modern"
"2014279","GEORGIA","South","-81.341","30.888","07-16-2014","2014","07","modern"
"2014281","GEORGIA","South","-81.338","30.786","07-16-2014","2014","07","modern"
"2014283","GEORGIA","South","-81.414","30.765","07-16-2014","2014","07","modern"
"2014285","FLORIDA","South","-81.297","29.96","07-17-2014","2014","07","modern"
"2014287","FLORIDA","South","-81.342","30.134","07-17-2014","2014","07","modern"
"2014289","FLORIDA","South","-81.38","30.277","07-17-2014","2014","07","modern"
"2014291","FLORIDA","South","-81.386","30.322","07-17-2014","2014","07","modern"
"2014293","GEORGIA","South","-81.391","30.444","07-17-2014","2014","07","modern"
"2014295","GEORGIA","South","-81.407","30.626","07-17-2014","2014","07","modern"
"2014297","GEORGIA","South","-81.393","30.661","07-17-2014","2014","07","modern"
"2014299","ONSLOW BAY","North","-77.896","33.713","07-22-2014","2014","07","modern"
"2014301","ONSLOW BAY","North","-77.907","33.735","07-22-2014","2014","07","modern"
"2014303","ONSLOW BAY","North","-77.925","33.79","07-22-2014","2014","07","modern"
"2014305","ONSLOW BAY","North","-77.933","33.852","07-22-2014","2014","07","modern"
"2014307","ONSLOW BAY","North","-77.926","33.911","07-22-2014","2014","07","modern"
"2014309","ONSLOW BAY","North","-77.906","33.969","07-22-2014","2014","07","modern"
"2014311","ONSLOW BAY","North","-77.878","34.037","07-22-2014","2014","07","modern"
"2014313","ONSLOW BAY","North","-77.855","34.092","07-22-2014","2014","07","modern"
"2014315","ONSLOW BAY","North","-77.746","34.252","07-22-2014","2014","07","modern"
"2014317","ONSLOW BAY","North","-77.688","34.306","07-22-2014","2014","07","modern"
"2014319","ONSLOW BAY","North","-77.558","34.412","07-23-2014","2014","07","modern"
"2014321","ONSLOW BAY","North","-77.489","34.452","07-23-2014","2014","07","modern"
"2014323","ONSLOW BAY","North","-77.41","34.49","07-23-2014","2014","07","modern"
"2014325","ONSLOW BAY","North","-77.155","34.616","07-23-2014","2014","07","modern"
"2014327","ONSLOW BAY","North","-77.052","34.651","07-23-2014","2014","07","modern"
"2014329","ONSLOW BAY","North","-77.02","34.658","07-23-2014","2014","07","modern"
"2014331","ONSLOW BAY","North","-76.811","34.688","07-23-2014","2014","07","modern"
"2014333","ONSLOW BAY","North","-76.57","34.65","07-23-2014","2014","07","modern"
"2014335","SOUTH CAROLINA","South","-79.155","33.139","07-25-2014","2014","07","modern"
"2014337","SOUTH CAROLINA","South","-79.105","33.052","07-25-2014","2014","07","modern"
"2014339","SOUTH CAROLINA","South","-79.382","32.962","07-25-2014","2014","07","modern"
"2014341","SOUTH CAROLINA","South","-79.591","32.83","07-25-2014","2014","07","modern"
"2014343","SOUTH CAROLINA","South","-79.651","32.843","07-25-2014","2014","07","modern"
"2014345","LONG BAY","North","-79.13","33.306","07-29-2014","2014","07","modern"
"2014347","LONG BAY","North","-79.127","33.322","07-29-2014","2014","07","modern"
"2014349","LONG BAY","North","-79.062","33.459","07-29-2014","2014","07","modern"
"2014351","LONG BAY","North","-78.997","33.543","07-29-2014","2014","07","modern"
"2014353","LONG BAY","North","-78.689","33.795","07-29-2014","2014","07","modern"
"2014355","LONG BAY","North","-78.663","33.795","07-29-2014","2014","07","modern"
"2014357","LONG BAY","North","-78.631","33.786","07-29-2014","2014","07","modern"
"2014359","LONG BAY","North","-78.567","33.833","07-29-2014","2014","07","modern"
"2014361","RALEIGH BAY","North","-76.405","34.752","07-30-2014","2014","07","modern"
"2014363","RALEIGH BAY","North","-76.356","34.804","07-30-2014","2014","07","modern"
"2014365","RALEIGH BAY","North","-76.204","34.931","07-30-2014","2014","07","modern"
"2014367","RALEIGH BAY","North","-76.132","34.988","07-30-2014","2014","07","modern"
"2014369","RALEIGH BAY","North","-76.046","35.032","07-30-2014","2014","07","modern"
"2014371","RALEIGH BAY","North","-75.672","35.206","07-31-2014","2014","07","modern"
"2014373","RALEIGH BAY","North","-75.792","35.168","07-31-2014","2014","07","modern"
"2014375","RALEIGH BAY","North","-75.837","35.151","07-31-2014","2014","07","modern"
"2014377","RALEIGH BAY","North","-75.946","35.102","07-31-2014","2014","07","modern"
"2014379","LONG BAY","North","-77.978","33.784","08-01-2014","2014","08","modern"
"2014381","LONG BAY","North","-78.067","33.855","08-01-2014","2014","08","modern"
"2014383","LONG BAY","North","-78.2","33.902","08-01-2014","2014","08","modern"
"2014385","LONG BAY","North","-78.294","33.893","08-01-2014","2014","08","modern"
"2014387","GEORGIA","South","-80.783","31.96","08-05-2014","2014","08","modern"
"2014389","GEORGIA","South","-80.857","31.913","08-05-2014","2014","08","modern"
"2014391","GEORGIA","South","-80.89","31.854","08-05-2014","2014","08","modern"
"2014393","GEORGIA","South","-80.94","31.786","08-05-2014","2014","08","modern"
"2014395","GEORGIA","South","-80.957","31.768","08-05-2014","2014","08","modern"
"2014397","GEORGIA","South","-81.038","31.727","08-05-2014","2014","08","modern"
"2014399","GEORGIA","South","-81.063","31.635","08-05-2014","2014","08","modern"
"2014401","GEORGIA","South","-81.093","31.586","08-05-2014","2014","08","modern"
"2014403","SOUTH CAROLINA","South","-79.662","32.826","08-06-2014","2014","08","modern"
"2014405","SOUTH CAROLINA","South","-79.653","32.802","08-06-2014","2014","08","modern"
"2014407","SOUTH CAROLINA","South","-79.768","32.707","08-06-2014","2014","08","modern"
"2014409","FLORIDA","South","-81.383","30.294","09-30-2014","2014","09","modern"
"2014411","FLORIDA","South","-81.373","30.248","09-30-2014","2014","09","modern"
"2014413","FLORIDA","South","-81.301","29.971","09-30-2014","2014","09","modern"
"2014415","FLORIDA","South","-81.253","29.837","09-30-2014","2014","09","modern"
"2014417","FLORIDA","South","-81.245","29.773","09-30-2014","2014","09","modern"
"2014419","FLORIDA","South","-81.213","29.691","09-30-2014","2014","09","modern"
"2014421","FLORIDA","South","-81.196","29.648","09-30-2014","2014","09","modern"
"2014423","FLORIDA","South","-80.703","28.756","10-01-2014","2014","10","modern"
"2014425","FLORIDA","South","-80.735","28.805","10-01-2014","2014","10","modern"
"2014427","FLORIDA","South","-80.801","28.908","10-01-2014","2014","10","modern"
"2014429","FLORIDA","South","-80.813","28.924","10-01-2014","2014","10","modern"
"2014431","FLORIDA","South","-80.828","28.947","10-01-2014","2014","10","modern"
"2014433","FLORIDA","South","-80.869","29.009","10-01-2014","2014","10","modern"
"2014435","FLORIDA","South","-80.93","29.104","10-01-2014","2014","10","modern"
"2014437","FLORIDA","South","-80.947","29.129","10-01-2014","2014","10","modern"
"2014439","FLORIDA","South","-81.019","29.268","10-01-2014","2014","10","modern"
"2014441","FLORIDA","South","-81.061","29.354","10-02-2014","2014","10","modern"
"2014443","FLORIDA","South","-81.103","29.443","10-02-2014","2014","10","modern"
"2014445","FLORIDA","South","-81.134","29.508","10-02-2014","2014","10","modern"
"2014447","FLORIDA","South","-81.158","29.557","10-02-2014","2014","10","modern"
"2014449","FLORIDA","South","-81.386","30.323","10-02-2014","2014","10","modern"
"2014451","ONSLOW BAY","North","-77.896","33.713","10-07-2014","2014","10","modern"
"2014453","ONSLOW BAY","North","-77.907","33.736","10-07-2014","2014","10","modern"
"2014455","ONSLOW BAY","North","-77.925","33.79","10-07-2014","2014","10","modern"
"2014457","ONSLOW BAY","North","-77.932","33.854","10-07-2014","2014","10","modern"
"2014459","ONSLOW BAY","North","-77.924","33.911","10-07-2014","2014","10","modern"
"2014461","ONSLOW BAY","North","-77.906","33.97","10-07-2014","2014","10","modern"
"2014463","ONSLOW BAY","North","-77.878","34.037","10-07-2014","2014","10","modern"
"2014465","ONSLOW BAY","North","-77.855","34.092","10-07-2014","2014","10","modern"
"2014467","ONSLOW BAY","North","-77.797","34.19","10-07-2014","2014","10","modern"
"2014469","ONSLOW BAY","North","-77.688","34.306","10-07-2014","2014","10","modern"
"2014471","RALEIGH BAY","North","-76.299","34.856","10-08-2014","2014","10","modern"
"2014473","RALEIGH BAY","North","-76.132","34.988","10-08-2014","2014","10","modern"
"2014475","RALEIGH BAY","North","-76.046","35.032","10-08-2014","2014","10","modern"
"2014477","RALEIGH BAY","North","-75.957","35.091","10-08-2014","2014","10","modern"
"2014479","RALEIGH BAY","North","-75.851","35.146","10-08-2014","2014","10","modern"
"2014481","RALEIGH BAY","North","-75.727","35.187","10-08-2014","2014","10","modern"
"2014483","RALEIGH BAY","North","-75.671","35.206","10-08-2014","2014","10","modern"
"2014485","RALEIGH BAY","North","-76.398","34.763","10-09-2014","2014","10","modern"
"2014487","RALEIGH BAY","North","-76.467","34.681","10-09-2014","2014","10","modern"
"2014489","ONSLOW BAY","North","-76.555","34.64","10-09-2014","2014","10","modern"
"2014491","ONSLOW BAY","North","-76.619","34.667","10-09-2014","2014","10","modern"
"2014493","ONSLOW BAY","North","-76.786","34.69","10-09-2014","2014","10","modern"
"2014495","LONG BAY","North","-79.124","33.39","10-10-2014","2014","10","modern"
"2014497","LONG BAY","North","-79.126","33.328","10-10-2014","2014","10","modern"
"2014499","LONG BAY","North","-79.13","33.305","10-10-2014","2014","10","modern"
"2014501","SOUTH CAROLINA","South","-79.144","33.224","10-10-2014","2014","10","modern"
"2014503","SOUTH CAROLINA","South","-79.266","33.06","10-10-2014","2014","10","modern"
"2014505","SOUTH CAROLINA","South","-79.355","32.964","10-10-2014","2014","10","modern"
"2014507","SOUTH CAROLINA","South","-79.48","32.932","10-10-2014","2014","10","modern"
"2014509","GEORGIA","South","-81.404","30.64","10-16-2014","2014","10","modern"
"2014511","GEORGIA","South","-81.394","30.666","10-16-2014","2014","10","modern"
"2014513","GEORGIA","South","-81.42","30.752","10-16-2014","2014","10","modern"
"2014515","GEORGIA","South","-81.404","30.774","10-16-2014","2014","10","modern"
"2014517","GEORGIA","South","-81.338","30.785","10-16-2014","2014","10","modern"
"2014519","GEORGIA","South","-81.346","30.868","10-16-2014","2014","10","modern"
"2014521","GEORGIA","South","-81.315","30.881","10-16-2014","2014","10","modern"
"2014523","SOUTH CAROLINA","South","-80.073","32.552","10-17-2014","2014","10","modern"
"2014525","SOUTH CAROLINA","South","-80.029","32.572","10-17-2014","2014","10","modern"
