"","ABLENNES HIANS","ACANTHOSTRACION QUADRICORNIS","ACHIRUS LINEATUS","ACIPENSER OXYRINCHUS","AETOBATUS NARINARI","ALECTIS CILIARIS","ALOPIAS VULPINUS","ALOSA AESTIVALIS","ALOSA SAPIDISSIMA","ALUTERUS MONOCEROS","ALUTERUS SCHOEPFII","ANCHOA","ANCYLOPSETTA QUADROCELLATA","ANTENNARIUS OCELLATUS","ARCHOSARGUS PROBATOCEPHALUS","ARIOPSIS FELIS","ASTROSCOPUS GUTTATUS","ASTROSCOPUS Y-GRAECUM","BAGRE MARINUS","BAIRDIELLA CHRYSOURA","BALISTES CAPRISCUS","BOTHUS ROBINSI","BREVOORTIA SMITHI","BREVOORTIA TYRANNUS","CALAMUS LEUCOSTEUS","CALLINECTES ORNATUS","CARANX BARTHOLOMAEI","CARANX CRYSOS","CARANX HIPPOS","CARANX RUBER","CARCHARHINUS ACRONOTUS","CARCHARHINUS BREVIPINNA","CARCHARHINUS ISODON","CARCHARHINUS LEUCAS","CARCHARHINUS LIMBATUS","CARCHARHINUS OBSCURUS","CARCHARHINUS PLUMBEUS","CARCHARIAS TAURUS","CENTROPRISTIS OCYURUS","CENTROPRISTIS PHILADELPHICA","CENTROPRISTIS STRIATA","CHAETODIPTERUS FABER","CHILOMYCTERUS SCHOEPFII","CHLOROSCOMBRUS CHRYSURUS","CITHARICHTHYS MACROPS","CITHARICHTHYS SPILOPTERUS","CONGER OCEANICUS","CYNOSCION NEBULOSUS","CYNOSCION NOTHUS","CYNOSCION REGALIS","DACTYLOPTERUS VOLITANS","DASYATIS AMERICANA","DASYATIS CENTROURA","DASYATIS SABINA","DASYATIS SAY","DECAPTERUS PUNCTATUS","DIODON HYSTRIX","DIPLECTRUM FORMOSUM","DIPLODUS HOLBROOKII","DOROSOMA CEPEDIANUM","DOROSOMA PETENENSE","ECHENEIS NAUCRATES","ELOPS SAURUS","EPINEPHELUS ITAJARA","EQUETUS LANCEOLATUS","EQUETUS UMBROSUS","ETROPUS CROSSOTUS","ETROPUS CYCLOSQUAMUS","ETROPUS MICROSTOMUS","ETRUMEUS TERES","EUCINOSTOMUS","GINGLYMOSTOMA CIRRATUM","GOBIESOX STRUMOSUS","GOBIOSOMA BOSC","GOBIOSOMA GINSBURGI","GYMNACHIRUS MELAS","GYMNURA ALTAVELA","GYMNURA MICRURA","HAEMULON AUROLINEATUM","HAEMULON PLUMIERI","HALICHOERES BIVITTATUS","HALICHOERES CAUDALIS","HARENGULA JAGUANA","HETEROPRIACANTHUS CRUENTATUS","HIPPOCAMPUS ERECTUS","HISTRIO HISTRIO","HYPEROGLYPHE PERCIFORMES","HYPLEUROCHILUS GEMINATUS","HYPSOBLENNIUS HENTZ","LABRISOMUS NUCHIPINNIS","LAGOCEPHALUS LAEVIGATUS","LAGODON RHOMBOIDES","LARIMUS FASCIATUS","LEIOSTOMUS XANTHURUS","LEUCORAJA OCELLATA","LOBOTES SURINAMENSIS","LOPHIUS AMERICANUS","LUTJANUS CAMPECHANUS","LUTJANUS SYNAGRIS","MEGALOPS ATLANTICUS","MENIDIA BERYLLINA","MENTICIRRHUS AMERICANUS","MENTICIRRHUS LITTORALIS","MENTICIRRHUS SAXATILIS","MICROPOGONIAS UNDULATUS","MOBULA HYPOSTOMA","MOLA MOLA","MUGIL CEPHALUS","MUGIL CUREMA","MUSTELUS CANIS","MYCTEROPERCA MICROLEPIS","MYLIOBATIS FREMINVILLEI","MYROPHIS PUNCTATUS","NARCINE BRASILIENSIS","OGCOCEPHALUS PARVUS","OGCOCEPHALUS ROSTELLUM","OGCOCEPHALUS VESPERTILIO","OLIGOPLITES SAURUS","OPHICHTHUS GOMESII","OPHICHTHUS OCELLATUS","OPHIDION GRAYI","OPHIDION JOSEPHI","OPHIDION MARGINATUM","OPISTHONEMA OGLINUM","OPSANUS TAU","ORTHOPRISTIS CHRYSOPTERA","PARABLENNIUS MARMOREUS","PARALICHTHYS ALBIGUTTA","PARALICHTHYS DENTATUS","PARALICHTHYS LETHOSTIGMA","PARALICHTHYS SQUAMILENTUS","PEPRILUS PARU","PEPRILUS TRIACANTHUS","POGONIAS CROMIS","POMATOMUS SALTATRIX","PORICHTHYS PLECTRODON","PRIACANTHUS ARENATUS","PRIONOTUS CAROLINUS","PRIONOTUS EVOLANS","PRIONOTUS OPHRYAS","PRIONOTUS RUBIO","PRIONOTUS SCITULUS","PRIONOTUS TRIBULUS","PSENES PELLUCIDUS","RACHYCENTRON CANADUM","RAJA EGLANTERIA","RHINOBATOS LENTIGINOSUS","RHINOPTERA BONASUS","RHIZOPRIONODON TERRAENOVAE","RHOMBOPLITES AURORUBENS","RYPTICUS MACULATUS","SARDA SARDA","SARDINELLA AURITA","SCIAENOPS OCELLATUS","SCOMBER JAPONICUS","SCOMBEROMORUS CAVALLA","SCOMBEROMORUS MACULATUS","SCOMBEROMORUS REGALIS","SCOMBER SCOMBRUS","SCOPHTHALMUS AQUOSUS","SCORPAENA BRASILIENSIS","SCORPAENA CALCARATA","SELAR CRUMENOPHTHALMUS","SELENE SETAPINNIS","SELENE VOMER","SERIOLA ZONATA","SERRANUS SUBLIGARIUS","SPEOCARCINUS CAROLINENSIS","SPHOEROIDES MACULATUS","SPHOEROIDES NEPHELUS","SPHYRAENA GUACHANCHO","SPHYRNA LEWINI","SPHYRNA TIBURO","SQUALUS ACANTHIAS","SQUATINA DUMERIL","STELLIFER LANCEOLATUS","STEPHANOLEPIS HISPIDA","STRONGYLURA MARINA","SYACIUM PAPILLOSUM","SYMPHURUS PLAGIUSA","SYMPHURUS UROSPILUS","SYNGNATHUS FLORIDAE","SYNGNATHUS FUSCUS","SYNGNATHUS LOUISIANAE","SYNGNATHUS SPRINGERI","SYNODUS FOETENS","TAUTOGA ONITIS","TORPEDO NOBILIANA","TRACHINOCEPHALUS MYOPS","TRACHINOTUS CAROLINUS","TRACHURUS LATHAMI","TRICHIURUS LEPTURUS","TRINECTES MACULATUS","UMBRINA COROIDES","UPENEUS PARVUS","UROPHYCIS EARLLII","UROPHYCIS FLORIDANA","UROPHYCIS REGIA","XIPHOPENAEUS KROYERI"
"2015215",0,0,0,0,0,0,0,0,0,0,0,358,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,317,5,252,0,0,0,0,0,0,0,35,0,0,476,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0,4,0,243,0,0,251,0,0,0,0,0,0,0,0,0,2,0,43,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015217",0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,488,0,0,0,0,0,0,0,19,0,0,1728,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,1,0,2,0,0,24,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0
"2015219",0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,24,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,83,0,0,0,0,0,0,0,39,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,9,26,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"2015221",0,0,0,0,0,0,0,0,0,0,0,205,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,9,3,0,0,54,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,547,62,0,0,0,0,0,0,0,135,2,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,7,29,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2015223",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,265,0,13,0,0,462,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,1283,0,0,0,0,0,0,0,48,0,0,8276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,56,67,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"2015225",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,636,0,0,0,0,201,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,992,0,0,0,0,0,0,0,9,0,0,5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,25,0,0,0,0,0,0
"2015227",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,82,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,88,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,916,0,0,0,0,0,0,0,27,7,0,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,94,0,0,2,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,2,2,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,34,0,0,0,0,0,0
"2015229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,116,8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,417,594,0,0,0,0,0,0,0,59,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,29,0,1,1,2,0,143,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,3,0,0,164,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,42,13,0,0,0,0,0,0
"2015231",0,0,0,0,0,0,0,113,0,0,0,587,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,22,14,454,0,0,0,0,0,0,0,13,101,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,102,20,0,0,1,0,14,0,0,8,30,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
"2015233",0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,0,0,106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,15,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,10,37,745,0,0,0,0,0,0,0,20,36,0,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,5,0,5,0,0,0,0,0,10,10,11,0,0,0,0,0,1,0,0,0,0,0,0,24,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0
"2015235",0,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,8,0,0,1,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,91,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,132,0,0,0,0,0,0,0,25,16,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,1,2,10,2,0,6,0,0,2,0,0,11,6,2,0,0,0,0,0,2,0,0,0,36,0,0,13,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0
"2015237",0,0,0,0,0,0,0,0,0,0,1,235,0,0,0,1,0,0,0,1,1,0,0,2,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,55,0,0,0,0,0,0,0,100,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015239",0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,14,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,163,3431,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"2015241",0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015243",0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,7,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,523,0,0,0,0,0,0,0,11,1,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,183,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,156,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015245",0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,14,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,263,0,0,0,0,0,0,0,16,5,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,25,60,0,9,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,8,0,0,0,0,0,0,1,34,0,0,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015247",0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015249",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,89,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,1168,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,13,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0
"2015251",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,4759,0,0,0,0,0,0,0,26,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,18,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"2015253",0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,53,0,0,0,11,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,672,0,0,0,0,0,0,0,55,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,316,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,35,4,0,0,0,0,0,0,76,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"2015255",0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,25,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,19,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,344,0,0,0,0,0,0,0,21,1,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,0,0,0,56,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0
"2015257",0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,19,0,0,0,4,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158,882,0,0,0,0,0,0,0,34,4,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,70,10,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0
"2015259",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,1392,0,0,0,0,0,0,0,70,5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,29,0,0,1,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"2015261",0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,105,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,235,1880,0,0,0,0,0,0,0,80,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,69,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"2015263",0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,79,0,0,0,82,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,274,1498,0,0,0,0,0,0,0,41,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"2015265",0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,12,0,0,0,42,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,408,1516,0,0,0,0,0,0,0,25,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,404,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,9,5,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,22,0,0,0,0,0,0
"2015267",0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,4,0,0,0,51,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,758,393,0,0,0,0,0,0,0,9,0,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
